communal_territory_id,progressive_id,alphanumeric_id,name,italian_name,other_name,is_province,numeric_id,numeric_2010_2016_id,numeric_2006_2009_id,numeric_1995_2005_id,cadastral_code
283,18,83018,Condrò,Condrò,,0,83018,83018,83018,83018,C956
283,19,83019,Falcone,Falcone,,0,83019,83019,83019,83019,D474
283,20,83020,Ficarra,Ficarra,,0,83020,83020,83020,83020,D569
283,21,83021,Fiumedinisi,Fiumedinisi,,0,83021,83021,83021,83021,D622
283,22,83022,Floresta,Floresta,,0,83022,83022,83022,83022,D635
283,23,83023,Fondachelli-Fantina,Fondachelli-Fantina,,0,83023,83023,83023,83023,D661
283,24,83024,Forza d'Agrò,Forza d'Agrò,,0,83024,83024,83024,83024,D733
283,25,83025,Francavilla di Sicilia,Francavilla di Sicilia,,0,83025,83025,83025,83025,D765
283,26,83026,Frazzanò,Frazzanò,,0,83026,83026,83026,83026,D793
283,27,83027,Furci Siculo,Furci Siculo,,0,83027,83027,83027,83027,D824
283,28,83028,Furnari,Furnari,,0,83028,83028,83028,83028,D825
283,29,83029,Gaggi,Gaggi,,0,83029,83029,83029,83029,D844
283,30,83030,Galati Mamertino,Galati Mamertino,,0,83030,83030,83030,83030,D861
